ts,step,endpoint,latency_ms,status,ok
1789194536.536,50,orders,1299.8,200,1
1789194536.544,50,orders,1270.3,200,1
1789194536.552,50,orders,1269.5,200,1
1789194536.562,50,orders,1300.9,200,1
1789194536.567,50,orders,1283.5,200,1
1789194536.573,50,orders,1286.7,200,1
1789194536.581,50,orders,1386.3,200,1
1789194536.597,50,orders,1394.8,200,1
1789194536.606,50,orders,1326.4,200,1
1789194536.621,50,orders,1378.9,200,1
1789194536.622,50,orders,1365.8,200,1
1789194536.638,50,orders,1391.7,200,1
1789194536.644,50,orders,1285.2,200,1
1789194536.649,50,orders,1345.9,200,1
1789194536.657,50,orders,1396.3,200,1
1789194536.672,50,orders,1368.9,200,1
1789194536.685,50,orders,1385.7,200,1
1789194536.695,50,orders,1376.7,200,1
1789194536.706,50,orders,1398.4,200,1
1789194536.716,50,orders,1386.8,200,1
1789194536.737,50,orders,1371.2,200,1
1789194536.754,50,orders,1379.3,200,1
1789194536.772,50,orders,1379.2,200,1
1789194536.785,50,orders,1380.5,200,1
1789194536.793,50,orders,1539.7,200,1
1789194536.82,50,orders,1386.2,200,1
1789194536.834,50,orders,1353.9,200,1
1789194536.854,50,orders,1411.4,200,1
1789194536.876,50,orders,1387.3,200,1
1789194536.882,50,orders,1428.2,200,1
1789194536.924,10,search,980.0,200,1
1789194536.935,50,orders,1390.4,200,1
1789194536.985,10,search,1006.7,200,1
1789194537.015,10,search,1079.3,200,1
1789194537.048,10,search,975.1,200,1
1789194537.078,50,orders,1433.4,200,1
1789194537.079,50,orders,1401.8,200,1
1789194537.102,50,orders,1396.6,200,1
1789194537.123,50,orders,1409.5,200,1
1789194537.135,50,orders,1436.6,200,1
1789194537.139,10,search,1002.5,200,1
1789194537.15,10,search,1041.0,200,1
1789194537.172,10,search,947.3,200,1
1789194537.208,50,orders,1449.0,200,1
1789194537.258,10,search,943.1,200,1
1789194537.317,50,search,884.6,200,1
1789194537.328,50,search,922.1,200,1
1789194537.365,50,orders,1471.7,200,1
1789194537.374,50,search,924.9,200,1
1789194537.386,50,orders,1384.7,200,1
1789194537.391,50,search,919.2,200,1
1789194537.393,50,search,912.7,200,1
1789194537.411,50,search,849.2,200,1
1789194537.412,50,search,859.5,200,1
1789194537.423,50,search,885.8,200,1
1789194537.429,50,search,935.4,200,1
1789194537.43,50,search,807.8,200,1
1789194537.437,50,search,863.6,200,1
1789194537.438,50,search,893.5,200,1
1789194537.447,50,search,931.5,200,1
1789194537.449,50,search,928.0,200,1
1789194537.457,50,search,859.4,200,1
1789194537.461,50,search,894.0,200,1
1789194537.465,50,search,958.7,200,1
1789194537.476,50,orders,1387.1,200,1
1789194537.484,50,search,862.9,200,1
1789194537.49,50,search,883.6,200,1
1789194537.494,50,search,856.4,200,1
1789194537.497,50,search,847.4,200,1
1789194537.502,50,search,857.9,200,1
1789194537.514,50,search,840.5,200,1
1789194537.526,50,search,868.0,200,1
1789194537.534,50,search,839.4,200,1
1789194537.537,50,search,956.2,200,1
1789194537.547,50,search,861.3,200,1
1789194537.555,50,search,817.5,200,1
1789194537.557,50,search,850.4,200,1
1789194537.563,50,search,769.8,200,1
1789194537.57,50,search,853.7,200,1
1789194537.574,50,search,788.3,200,1
1789194537.582,50,search,809.0,200,1
1789194537.584,50,search,829.6,200,1
1789194537.595,50,search,774.5,200,1
1789194537.6,50,search,1071.3,200,1
1789194537.611,50,login,294.0,200,1
1789194537.614,50,health,2.9,200,1
1789194537.625,50,login,297.4,200,1
1789194537.628,50,health,2.9,200,1
1789194537.642,50,search,787.7,200,1
1789194537.649,50,search,772.1,200,1
1789194537.653,50,search,770.7,200,1
1789194537.657,50,login,283.8,200,1
1789194537.66,50,health,2.4,200,1
1789194537.666,50,search,832.4,200,1
1789194537.672,50,login,278.6,200,1
1789194537.674,50,health,2.7,200,1
1789194537.685,50,login,294.3,200,1
1789194537.688,50,health,3.1,200,1
1789194537.697,50,login,259.8,200,1
1789194537.7,50,health,2.8,200,1
1789194537.708,50,login,296.5,200,1
1789194537.709,50,login,297.1,200,1
1789194537.71,50,health,2.4,200,1
1789194537.713,50,health,3.9,200,1
1789194537.719,50,login,296.8,200,1
1789194537.723,50,login,276.0,200,1
1789194537.723,50,health,4.0,200,1
1789194537.728,50,health,5.2,200,1
1789194537.731,50,login,301.6,200,1
1789194537.733,50,login,302.7,200,1
1789194537.738,50,login,273.2,200,1
1789194537.741,50,health,2.9,200,1
1789194537.744,50,health,12.9,200,1
1789194537.749,50,login,292.5,200,1
1789194537.753,50,health,3.1,200,1
1789194537.757,50,login,308.2,200,1
1789194537.758,50,health,24.9,200,1
1789194537.761,50,health,3.9,200,1
1789194537.766,50,login,328.8,200,1
1789194537.77,50,health,3.7,200,1
1789194537.785,50,login,271.0,200,1
1789194537.787,50,search,851.5,200,1
1789194537.789,50,health,4.8,200,1
1789194537.792,50,login,307.9,200,1
1789194537.796,50,login,334.4,200,1
1789194537.796,50,health,4.0,200,1
1789194537.8,50,health,4.5,200,1
1789194537.802,50,login,305.1,200,1
1789194537.808,50,login,317.8,200,1
1789194537.811,50,health,3.1,200,1
1789194537.814,50,login,311.7,200,1
1789194537.819,50,health,4.9,200,1
1789194537.823,50,health,20.5,200,1
1789194537.827,50,login,292.5,200,1
1789194537.829,50,login,334.8,200,1
1789194537.831,50,health,4.0,200,1
1789194537.836,50,login,310.4,200,1
1789194537.839,50,health,2.3,200,1
1789194537.847,50,login,300.1,200,1
1789194537.85,50,health,3.1,200,1
1789194537.854,50,health,24.7,200,1
1789194537.858,50,login,320.7,200,1
1789194537.861,50,health,2.7,200,1
1789194537.866,50,login,308.8,200,1
1789194537.868,50,health,2.2,200,1
1789194537.873,50,login,317.4,200,1
1789194537.878,50,login,314.8,200,1
1789194537.888,50,login,314.9,200,1
1789194537.891,50,login,321.2,200,1
1789194537.892,50,health,3.6,200,1
1789194537.896,50,health,4.3,200,1
1789194537.902,50,health,23.5,200,1
1789194537.902,50,health,29.8,200,1
1789194537.908,50,login,324.6,200,1
1789194537.911,50,health,2.9,200,1
1789194537.921,50,login,339.9,200,1
1789194537.925,50,health,3.3,200,1
1789194537.926,50,login,325.2,200,1
1789194537.929,50,health,3.4,200,1
1789194537.932,50,search,854.0,200,1
1789194537.94,50,login,344.4,200,1
1789194537.942,50,health,2.6,200,1
1789194537.952,50,search,849.7,200,1
1789194537.958,50,search,879.0,200,1
1789194537.968,50,login,325.4,200,1
1789194537.971,50,health,3.3,200,1
1789194537.978,50,login,328.6,200,1
1789194537.982,50,health,4.2,200,1
1789194537.992,50,login,338.7,200,1
1789194537.998,50,search,874.3,200,1
1789194538.006,50,login,339.8,200,1
1789194538.008,50,health,16.7,200,1
1789194538.011,50,health,5.0,200,1
1789194538.026,50,search,891.2,200,1
1789194538.085,50,login,298.2,200,1
1789194538.087,50,health,2.6,200,1
1789194538.122,50,search,913.6,200,1
1789194538.163,50,login,230.6,200,1
1789194538.168,50,health,5.7,200,1
1789194538.201,50,login,249.7,200,1
1789194538.203,50,login,246.1,200,1
1789194538.207,50,health,3.8,200,1
1789194538.227,50,health,25.8,200,1
1789194538.236,50,login,238.6,200,1
1789194538.249,50,search,864.4,200,1
1789194538.253,50,login,227.4,200,1
1789194538.256,50,health,19.8,200,1
1789194538.258,50,health,5.3,200,1
1789194538.266,50,search,901.7,200,1
1789194538.326,50,search,850.9,200,1
1789194538.355,50,login,232.3,200,1
1789194538.381,50,health,25.8,200,1
1789194538.524,50,login,257.5,200,1
1789194538.528,50,health,3.3,200,1
1789194538.534,50,login,283.3,200,1
1789194538.538,50,health,4.0,200,1
1789194538.588,50,login,261.4,200,1
1789194538.591,50,health,2.7,200,1
1789194538.83,50,orders,1215.9,200,1
1789194538.839,50,orders,1211.1,200,1
1789194538.848,50,orders,1159.7,200,1
1789194538.854,50,orders,1194.6,200,1
1789194538.878,50,orders,1203.2,200,1
1789194538.891,50,orders,1191.3,200,1
1789194538.906,50,orders,1162.0,200,1
1789194538.917,50,orders,1164.2,200,1
1789194538.929,50,orders,1188.4,200,1
1789194538.934,50,orders,1177.4,200,1
1789194538.942,50,orders,1231.5,200,1
1789194538.948,50,orders,1186.4,200,1
1789194538.971,50,orders,1248.2,200,1
1789194538.979,50,orders,1168.8,200,1
1789194538.991,50,orders,1221.3,200,1
1789194539.004,50,orders,1276.2,200,1
1789194539.017,50,orders,1198.4,200,1
1789194539.022,50,orders,1172.4,200,1
1789194539.03,50,orders,1191.2,200,1
1789194539.043,50,orders,1242.7,200,1
1789194539.062,50,orders,1349.1,200,1
1789194539.071,50,orders,1249.1,200,1
1789194539.083,50,orders,1287.1,200,1
1789194539.093,50,orders,1262.3,200,1
1789194539.102,50,orders,1207.0,200,1
1789194539.114,50,orders,1324.5,200,1
1789194539.117,50,orders,1256.7,200,1
1789194539.133,50,orders,1241.3,200,1
1789194539.139,50,orders,1270.4,200,1
1789194539.148,50,orders,1246.7,200,1
1789194539.153,50,orders,1299.1,200,1
1789194539.17,50,orders,1258.9,200,1
1789194539.181,50,orders,1279.2,200,1
1789194539.196,50,orders,1266.8,200,1
1789194539.202,50,orders,1277.9,200,1
1789194539.239,50,orders,1268.8,200,1
1789194539.247,50,orders,1236.2,200,1
1789194539.253,50,orders,1311.3,200,1
1789194539.273,50,orders,1265.5,200,1
1789194539.281,50,orders,1299.5,200,1
1789194539.365,50,orders,1277.2,200,1
1789194539.459,50,orders,1291.1,200,1
1789194539.495,50,orders,1267.9,200,1
1789194539.511,50,orders,1303.1,200,1
1789194539.56,50,orders,1303.9,200,1
1789194539.568,50,orders,1309.3,200,1
1789194539.64,50,orders,1259.6,200,1
1789194539.73,50,search,900.0,200,1
1789194539.739,50,search,885.1,200,1
1789194539.741,50,search,901.5,200,1
1789194539.754,50,orders,1217.1,200,1
1789194539.774,50,search,926.3,200,1
1789194539.782,50,orders,1254.7,200,1
1789194539.793,50,search,915.2,200,1
1789194539.799,50,search,857.9,200,1
1789194539.811,50,search,920.6,200,1
1789194539.819,50,orders,1228.6,200,1
1789194539.82,50,search,841.0,200,1
1789194539.833,50,search,885.5,200,1
1789194539.842,50,search,925.6,200,1
1789194539.85,50,search,921.2,200,1
1789194539.856,50,search,950.4,200,1
1789194539.865,50,search,874.0,200,1
1789194539.866,50,search,849.5,200,1
1789194539.874,50,search,939.4,200,1
1789194539.881,50,search,859.3,200,1
1789194539.886,50,search,843.5,200,1
1789194539.894,50,search,889.5,200,1
1789194539.904,50,search,932.2,200,1
1789194539.91,50,search,838.4,200,1
1789194539.913,50,search,850.3,200,1
1789194539.917,50,search,886.7,200,1
1789194539.927,50,search,824.0,200,1
1789194539.932,50,search,814.5,200,1
1789194539.94,50,search,856.7,200,1
1789194539.945,50,search,774.9,200,1
1789194539.953,50,search,838.5,200,1
1789194539.96,50,search,806.3,200,1
1789194539.965,50,search,831.7,200,1
1789194539.971,50,search,877.4,200,1
1789194539.979,50,search,839.9,200,1
1789194539.984,50,search,781.4,200,1
1789194539.993,50,search,810.8,200,1
1789194539.995,50,search,798.4,200,1
1789194540.007,50,search,858.3,200,1
1789194540.031,50,login,301.3,200,1
1789194540.032,50,search,750.8,200,1
1789194540.037,50,health,6.1,200,1
1789194540.046,50,search,798.3,200,1
1789194540.052,50,search,777.8,200,1
1789194540.059,50,login,318.6,200,1
1789194540.069,50,login,327.2,200,1
1789194540.073,50,search,832.5,200,1
1789194540.076,50,health,17.6,200,1
1789194540.082,50,search,827.9,200,1
1789194540.091,50,health,22.4,200,1
1789194540.095,50,login,302.1,200,1
1789194540.099,50,login,324.4,200,1
1789194540.103,50,login,303.0,200,1
1789194540.106,50,health,3.4,200,1
1789194540.114,50,login,302.2,200,1
1789194540.118,50,health,3.5,200,1
1789194540.122,50,health,22.7,200,1
1789194540.123,50,health,27.1,200,1
1789194540.129,50,login,308.0,200,1
1789194540.133,50,health,3.9,200,1
1789194540.151,50,login,317.0,200,1
1789194540.154,50,health,3.2,200,1
1789194540.166,50,login,322.8,200,1
1789194540.17,50,login,304.2,200,1
1789194540.172,50,search,807.5,200,1
1789194540.173,50,login,316.3,200,1
1789194540.178,50,health,4.9,200,1
1789194540.186,50,login,318.7,200,1
1789194540.186,50,health,20.6,200,1
1789194540.19,50,health,4.8,200,1
1789194540.192,50,health,21.7,200,1
1789194540.204,50,login,352.9,200,1
1789194540.205,50,login,330.0,200,1
1789194540.207,50,health,3.5,200,1
1789194540.211,50,login,297.6,200,1
1789194540.212,50,login,325.0,200,1
1789194540.214,50,health,8.7,200,1
1789194540.22,50,health,8.8,200,1
1789194540.222,50,login,340.2,200,1
1789194540.223,50,health,10.8,200,1
1789194540.226,50,login,331.4,200,1
1789194540.229,50,health,7.1,200,1
1789194540.245,50,login,340.4,200,1
1789194540.249,50,health,4.2,200,1
1789194540.25,50,health,24.3,200,1
1789194540.25,50,login,333.5,200,1
1789194540.256,50,login,324.0,200,1
1789194540.268,50,login,357.2,200,1
1789194540.273,50,login,332.2,200,1
1789194540.276,50,health,3.5,200,1
1789194540.279,50,health,22.4,200,1
1789194540.28,50,health,29.7,200,1
1789194540.285,50,login,358.5,200,1
1789194540.29,50,health,4.3,200,1
1789194540.293,50,health,25.3,200,1
1789194540.3,50,login,354.3,200,1
1789194540.304,50,health,4.0,200,1
1789194540.312,50,login,317.1,200,1
1789194540.314,50,login,348.4,200,1
1789194540.315,50,login,355.7,200,1
1789194540.318,50,health,6.0,200,1
1789194540.32,50,health,6.7,200,1
1789194540.321,50,health,5.6,200,1
1789194540.325,50,login,354.2,200,1
1789194540.328,50,login,349.8,200,1
1789194540.33,50,health,5.3,200,1
1789194540.333,50,login,380.7,200,1
1789194540.337,50,health,4.1,200,1
1789194540.344,50,login,360.6,200,1
1789194540.348,50,health,3.9,200,1
1789194540.35,50,login,358.4,200,1
1789194540.352,50,health,2.3,200,1
1789194540.354,50,health,26.5,200,1
1789194540.362,50,search,903.5,200,1
1789194540.367,50,login,360.6,200,1
1789194540.37,50,health,3.2,200,1
1789194540.389,50,login,357.4,200,1
1789194540.399,50,login,352.9,200,1
1789194540.401,50,health,2.7,200,1
1789194540.406,50,login,354.2,200,1
1789194540.407,50,search,912.0,200,1
1789194540.411,50,health,5.0,200,1
1789194540.418,50,health,28.7,200,1
1789194540.431,50,login,358.7,200,1
1789194540.436,50,health,5.2,200,1
1789194540.441,50,login,359.8,200,1
1789194540.444,50,health,2.5,200,1
1789194540.506,50,search,995.1,200,1
1789194540.549,50,login,377.1,200,1
1789194540.552,50,health,2.7,200,1
1789194540.557,50,search,997.3,200,1
1789194540.579,50,search,1011.4,200,1
1789194540.658,50,login,295.8,200,1
1789194540.661,50,health,2.6,200,1
1789194540.685,50,login,277.8,200,1
1789194540.688,50,health,3.0,200,1
1789194540.703,50,search,948.5,200,1
1789194540.728,50,login,221.9,200,1
1789194540.731,50,health,3.2,200,1
1789194540.735,50,search,953.0,200,1
1789194540.763,50,login,205.4,200,1
1789194540.766,50,health,2.8,200,1
1789194540.769,50,search,949.3,200,1
1789194540.776,50,login,197.1,200,1
1789194540.78,50,health,3.6,200,1
1789194540.785,50,search,1144.7,200,1
1789194540.912,50,login,208.7,200,1
1789194540.914,50,health,2.9,200,1
1789194540.947,50,login,211.6,200,1
1789194540.95,50,health,3.4,200,1
1789194540.982,50,login,213.1,200,1
1789194540.987,50,health,4.7,200,1
1789194540.996,50,login,210.6,200,1
1789194540.999,50,health,2.9,200,1
1789194541.222,50,orders,1146.5,200,1
1789194541.251,50,orders,1134.0,200,1
1789194541.267,50,orders,1229.8,200,1
1789194541.283,50,orders,1105.5,200,1
1789194541.295,50,orders,1189.4,200,1
1789194541.307,50,orders,1217.0,200,1
1789194541.32,50,orders,1188.4,200,1
1789194541.327,50,orders,1206.6,200,1
1789194541.337,50,orders,1215.7,200,1
1789194541.355,50,orders,1169.0,200,1
1789194541.363,50,orders,1172.2,200,1
1789194541.375,50,orders,1221.3,200,1
1789194541.403,50,orders,1212.8,200,1
1789194541.409,50,orders,1202.9,200,1
1789194541.421,50,orders,1199.0,200,1
1789194541.435,50,orders,1143.0,200,1
1789194541.449,50,orders,1199.8,200,1
1789194541.449,50,orders,1160.7,200,1
1789194541.462,50,orders,1233.1,200,1
1789194541.476,50,orders,1138.9,200,1
1789194541.484,50,orders,1236.0,200,1
1789194541.507,50,orders,1294.1,200,1
1789194541.507,50,orders,1153.0,200,1
1789194541.519,50,orders,1238.9,200,1
1789194541.529,50,orders,1198.1,200,1
1789194541.551,50,orders,1230.1,200,1
1789194541.561,50,orders,1207.7,200,1
1789194541.57,50,orders,1199.6,200,1
1789194541.58,50,orders,1302.0,200,1
1789194541.601,50,orders,1251.9,200,1
1789194541.611,50,orders,1290.8,200,1
1789194541.611,50,orders,1335.6,200,1
1789194541.617,50,orders,1313.2,200,1
1789194541.632,50,orders,1195.7,200,1
1789194541.649,50,orders,1204.9,200,1
1789194541.658,50,orders,1257.0,200,1
1789194541.674,50,orders,1263.4,200,1
1789194541.687,50,orders,1268.6,200,1
1789194541.719,50,orders,1499.4,200,1
1789194541.747,50,orders,1429.5,200,1
1789194541.774,50,orders,1221.6,200,1
1789194541.85,50,orders,1188.0,200,1
1789194541.897,50,orders,1208.3,200,1
1789194541.951,50,orders,1219.8,200,1
1789194541.997,50,orders,1216.8,200,1
1789194542.016,50,orders,1250.1,200,1
1789194542.112,50,orders,1197.1,200,1
1789194542.136,50,search,913.5,200,1
1789194542.146,50,search,894.0,200,1
1789194542.181,50,search,913.7,200,1
1789194542.188,50,search,904.2,200,1
1789194542.205,50,search,896.4,200,1
1789194542.213,50,orders,1262.6,200,1
1789194542.218,50,search,896.9,200,1
1789194542.234,50,orders,1246.3,200,1
1789194542.238,50,search,899.6,200,1
1789194542.246,50,orders,1246.7,200,1
1789194542.25,50,search,953.8,200,1
1789194542.255,50,search,890.8,200,1
1789194542.266,50,search,855.5,200,1
1789194542.267,50,search,863.6,200,1
1789194542.274,50,search,918.5,200,1
1789194542.278,50,search,950.1,200,1
1789194542.302,50,search,851.6,200,1
1789194542.304,50,search,882.7,200,1
1789194542.31,50,search,934.8,200,1
1789194542.313,50,search,836.3,200,1
1789194542.324,50,search,873.8,200,1
1789194542.338,50,search,852.9,200,1
1789194542.339,50,search,903.3,200,1
1789194542.345,50,search,837.7,200,1
1789194542.35,50,search,831.6,200,1
1789194542.369,50,search,906.6,200,1
1789194542.383,50,search,874.6,200,1
1789194542.389,50,search,859.9,200,1
1789194542.394,50,search,777.4,200,1
1789194542.399,50,search,847.9,200,1
1789194542.413,50,search,842.7,200,1
1789194542.417,50,search,805.3,200,1
1789194542.419,50,login,282.8,200,1
1789194542.421,50,search,788.3,200,1
1789194542.425,50,health,6.1,200,1
1789194542.429,50,search,868.4,200,1
1789194542.433,50,search,784.3,200,1
1789194542.453,50,search,872.5,200,1
1789194542.457,50,login,311.6,200,1
1789194542.458,50,search,770.8,200,1
1789194542.46,50,search,785.4,200,1
1789194542.462,50,search,851.1,200,1
1789194542.464,50,health,6.4,200,1
1789194542.471,50,search,869.9,200,1
1789194542.481,50,login,292.9,200,1
1789194542.484,50,search,764.8,200,1
1789194542.486,50,health,5.2,200,1
1789194542.491,50,search,832.1,200,1
1789194542.499,50,login,294.6,200,1
1789194542.504,50,health,4.7,200,1
1789194542.513,50,login,331.6,200,1
1789194542.516,50,health,3.0,200,1
1789194542.541,50,login,323.2,200,1
1789194542.542,50,search,794.8,200,1
1789194542.546,50,health,4.8,200,1
1789194542.553,50,login,303.8,200,1
1789194542.555,50,login,317.7,200,1
1789194542.557,50,health,3.9,200,1
1789194542.56,50,health,4.9,200,1
1789194542.565,50,login,310.8,200,1
1789194542.571,50,health,5.4,200,1
1789194542.576,50,login,309.9,200,1
1789194542.579,50,health,3.2,200,1
1789194542.581,50,search,807.1,200,1
1789194542.581,50,login,314.4,200,1
1789194542.587,50,health,5.7,200,1
1789194542.593,50,login,314.2,200,1
1789194542.595,50,health,2.6,200,1
1789194542.618,50,login,344.0,200,1
1789194542.621,50,health,3.0,200,1
1789194542.627,50,login,314.4,200,1
1789194542.63,50,login,325.9,200,1
1789194542.633,50,health,3.1,200,1
1789194542.636,50,login,325.9,200,1
1789194542.639,50,health,3.6,200,1
1789194542.643,50,login,297.2,200,1
1789194542.647,50,health,20.1,200,1
1789194542.65,50,login,326.4,200,1
1789194542.653,50,health,3.2,200,1
1789194542.656,50,login,354.5,200,1
1789194542.659,50,health,2.7,200,1
1789194542.662,50,health,19.8,200,1
1789194542.67,50,login,319.8,200,1
1789194542.673,50,health,2.7,200,1
1789194542.682,50,login,343.1,200,1
1789194542.686,50,health,3.4,200,1
1789194542.687,50,login,349.1,200,1
1789194542.691,50,health,3.7,200,1
1789194542.698,50,login,298.9,200,1
1789194542.701,50,health,3.3,200,1
1789194542.715,50,login,332.3,200,1
1789194542.718,50,login,348.9,200,1
1789194542.722,50,login,327.7,200,1
1789194542.731,50,login,342.7,200,1
1789194542.735,50,login,322.2,200,1
1789194542.738,50,health,3.2,200,1
1789194542.741,50,health,18.5,200,1
1789194542.743,50,health,25.5,200,1
1789194542.745,50,health,30.2,200,1
1789194542.748,50,login,331.4,200,1
1789194542.753,50,login,332.3,200,1
1789194542.756,50,health,7.3,200,1
1789194542.757,50,health,3.8,200,1
1789194542.758,50,health,27.0,200,1
1789194542.769,50,login,339.1,200,1
1789194542.772,50,health,3.1,200,1
1789194542.775,50,login,321.6,200,1
1789194542.78,50,login,346.1,200,1
1789194542.783,50,health,3.0,200,1
1789194542.788,50,login,325.7,200,1
1789194542.791,50,health,16.1,200,1
1789194542.792,50,health,4.3,200,1
1789194542.799,50,login,339.3,200,1
1789194542.803,50,health,3.3,200,1
1789194542.808,50,login,349.8,200,1
1789194542.81,50,search,960.8,200,1
1789194542.812,50,health,4.2,200,1
1789194542.815,50,login,344.2,200,1
1789194542.819,50,login,328.6,200,1
1789194542.823,50,health,3.6,200,1
1789194542.824,50,login,340.2,200,1
1789194542.83,50,health,6.2,200,1
1789194542.835,50,health,20.3,200,1
1789194542.841,50,search,944.3,200,1
1789194542.863,50,search,912.1,200,1
1789194542.89,50,login,348.1,200,1
1789194542.896,50,search,898.5,200,1
1789194542.91,50,search,893.4,200,1
1789194542.913,50,health,22.9,200,1
1789194542.92,50,login,339.2,200,1
1789194542.923,50,health,2.9,200,1
1789194543.017,50,search,905.9,200,1
1789194543.042,50,login,232.2,200,1
1789194543.046,50,health,3.9,200,1
1789194543.057,50,login,215.4,200,1
1789194543.06,50,health,3.1,200,1
1789194543.078,50,search,864.8,200,1
1789194543.082,50,login,218.0,200,1
1789194543.086,50,health,4.6,200,1
1789194543.106,50,search,872.1,200,1
1789194543.119,50,login,222.8,200,1
1789194543.122,50,health,3.2,200,1
1789194543.131,50,search,884.9,200,1
1789194543.151,50,login,240.8,200,1
1789194543.153,50,health,2.7,200,1
1789194543.234,50,login,216.4,200,1
1789194543.238,50,health,3.4,200,1
1789194543.302,50,login,224.4,200,1
1789194543.305,50,health,2.9,200,1
1789194543.327,50,login,221.7,200,1
1789194543.338,50,login,207.3,200,1
1789194543.351,50,health,23.7,200,1
1789194543.351,50,health,13.6,200,1
1789194543.57,50,orders,1145.2,200,1
1789194543.613,50,orders,1149.3,200,1
1789194543.632,50,orders,1146.5,200,1
1789194543.645,50,orders,1129.8,200,1
1789194543.652,50,orders,1148.2,200,1
1789194543.668,50,orders,1122.4,200,1
1789194543.682,50,orders,1122.5,200,1
1789194543.69,50,orders,1133.5,200,1
1789194543.71,50,orders,1123.7,200,1
1789194543.724,50,orders,1129.0,200,1
1789194543.747,50,orders,1168.5,200,1
1789194543.753,50,orders,1120.3,200,1
1789194543.762,50,orders,1123.5,200,1
1789194543.768,50,orders,1198.0,200,1
1789194543.786,50,orders,1113.1,200,1
1789194543.799,50,orders,1108.9,200,1
1789194543.81,50,orders,1190.2,200,1
1789194543.821,50,orders,1159.4,200,1
1789194543.829,50,orders,1175.9,200,1
1789194543.835,50,orders,1187.8,200,1
1789194543.84,50,orders,1181.2,200,1
1789194543.853,50,orders,1167.9,200,1
1789194543.87,50,orders,1169.1,200,1
1789194543.907,50,orders,1167.0,200,1
1789194543.913,50,orders,1170.1,200,1
1789194543.925,50,orders,1179.8,200,1
1789194543.932,50,orders,1194.6,200,1
1789194543.949,50,orders,1193.9,200,1
1789194543.95,50,orders,1158.5,200,1
1789194543.962,50,orders,1205.4,200,1
1789194543.978,50,orders,1187.5,200,1
1789194543.983,50,orders,1224.7,200,1
1789194543.989,50,orders,1217.3,200,1
1789194543.997,50,orders,1194.9,200,1
1789194544.005,50,orders,1175.2,200,1
1789194544.018,50,orders,1235.1,200,1
1789194544.034,50,orders,1222.5,200,1
1789194544.047,50,orders,1223.8,200,1
1789194544.062,50,orders,1226.4,200,1
1789194544.146,50,orders,1222.9,200,1
1789194544.156,50,orders,1243.0,200,1
1789194544.263,50,orders,1217.0,200,1
1789194544.289,50,orders,1230.0,200,1
1789194544.314,50,orders,1228.8,200,1
1789194544.364,50,orders,1210.8,200,1
1789194544.38,50,orders,1258.9,200,1
1789194544.43,50,search,859.7,200,1
1789194544.453,50,orders,1214.9,200,1
1789194544.516,50,search,870.6,200,1
1789194544.532,50,search,900.0,200,1
1789194544.534,50,search,921.5,200,1
1789194544.539,50,search,886.6,200,1
1789194544.589,50,orders,1283.9,200,1
1789194544.604,50,orders,1253.3,200,1
1789194544.614,50,search,902.7,200,1
1789194544.615,50,search,946.9,200,1
1789194544.63,50,search,939.0,200,1
1789194544.635,50,search,951.8,200,1
1789194544.651,50,orders,1299.0,200,1
1789194544.67,50,search,923.1,200,1
1789194544.675,50,search,911.9,200,1
1789194544.679,50,search,954.9,200,1
1789194544.684,50,search,843.8,200,1
1789194544.694,50,search,907.2,200,1
1789194544.704,50,search,950.0,200,1
1789194544.709,50,search,886.9,200,1
1789194544.713,50,search,884.0,200,1
1789194544.724,50,search,924.6,200,1
1789194544.725,50,search,956.1,200,1
1789194544.735,50,search,924.6,200,1
1789194544.746,50,search,892.9,200,1
1789194544.757,50,search,887.4,200,1
1789194544.761,50,search,926.7,200,1
1789194544.777,50,login,347.6,200,1
1789194544.781,50,health,4.2,200,1
1789194544.791,50,search,884.0,200,1
1789194544.806,50,search,844.4,200,1
1789194544.82,50,search,906.6,200,1
1789194544.824,50,search,874.9,200,1
1789194544.825,50,search,847.2,200,1
1789194544.831,50,search,898.4,200,1
1789194544.835,50,search,910.5,200,1
1789194544.846,50,search,895.9,200,1
1789194544.859,50,search,876.1,200,1
1789194544.863,50,login,347.8,200,1
1789194544.867,50,health,3.4,200,1
1789194544.868,50,search,862.8,200,1
1789194544.871,50,search,853.7,200,1
1789194544.88,50,search,882.7,200,1
1789194544.889,50,login,356.8,200,1
1789194544.892,50,health,2.8,200,1
1789194544.9,50,search,853.5,200,1
1789194544.901,50,search,839.6,200,1
1789194544.91,50,search,875.7,200,1
1789194544.918,50,search,929.5,200,1
1789194544.926,50,login,387.9,200,1
1789194544.931,50,health,5.1,200,1
1789194544.94,50,login,325.9,200,1
1789194544.943,50,health,3.1,200,1
1789194544.947,50,login,331.4,200,1
1789194544.95,50,health,3.1,200,1
1789194544.951,50,login,416.4,200,1
1789194544.955,50,health,4.3,200,1
1789194544.957,50,login,322.7,200,1
1789194544.959,50,health,2.1,200,1
1789194544.967,50,login,288.5,200,1
1789194544.97,50,login,300.1,200,1
1789194544.973,50,health,2.8,200,1
1789194544.979,50,login,349.5,200,1
1789194544.981,50,health,13.7,200,1
1789194544.983,50,health,3.6,200,1
1789194544.99,50,login,315.6,200,1
1789194544.994,50,health,3.4,200,1
1789194545.005,50,search,848.6,200,1
1789194545.016,50,login,322.9,200,1
1789194545.019,50,health,2.7,200,1
1789194545.022,50,login,338.1,200,1
