ts,step,endpoint,latency_ms,status,ok
1789194558.548,50,orders,1197.5,200,1
1789194558.554,50,orders,1162.0,200,1
1789194558.574,50,orders,1191.4,200,1
1789194558.583,50,orders,1276.5,200,1
1789194558.593,50,orders,1185.9,200,1
1789194558.604,50,orders,1241.8,200,1
1789194558.627,50,orders,1284.8,200,1
1789194558.654,50,orders,1158.1,200,1
1789194558.665,50,orders,1225.2,200,1
1789194558.674,50,orders,1256.9,200,1
1789194558.698,50,orders,1217.8,200,1
1789194558.707,50,orders,1260.0,200,1
1789194558.72,50,orders,1258.4,200,1
1789194558.734,50,orders,1227.2,200,1
1789194558.764,50,orders,1267.1,200,1
1789194558.851,50,orders,1217.6,200,1
1789194558.964,50,search,886.4,200,1
1789194558.993,50,orders,1277.3,200,1
1789194559.017,50,orders,1266.9,200,1
1789194559.029,50,orders,1262.3,200,1
1789194559.057,50,orders,1239.0,200,1
1789194559.069,50,orders,1278.9,200,1
1789194559.084,50,orders,1262.6,200,1
1789194559.09,50,search,1026.0,200,1
1789194559.116,50,orders,1277.5,200,1
1789194559.134,50,search,954.5,200,1
1789194559.14,50,search,943.7,200,1
1789194559.154,50,search,938.0,200,1
1789194559.166,50,search,968.4,200,1
1789194559.18,50,search,934.6,200,1
1789194559.184,50,search,861.0,200,1
1789194559.189,50,search,863.1,200,1
1789194559.206,50,search,871.9,200,1
1789194559.21,50,search,910.8,200,1
1789194559.216,50,search,939.6,200,1
1789194559.219,50,search,914.0,200,1
1789194559.227,50,search,993.4,200,1
1789194559.229,50,search,879.5,200,1
1789194559.24,50,search,896.5,200,1
1789194559.255,50,login,291.5,200,1
1789194559.26,50,health,3.8,200,1
1789194559.267,50,search,877.2,200,1
1789194559.271,50,search,983.4,200,1
1789194559.275,50,search,844.1,200,1
1789194559.301,50,search,884.8,200,1
1789194559.307,50,search,866.0,200,1
1789194559.312,50,search,863.9,200,1
1789194559.329,50,search,849.3,200,1
1789194559.33,50,search,904.4,200,1
1789194559.345,50,login,255.7,200,1
1789194559.35,50,health,4.2,200,1
1789194559.397,50,search,813.4,200,1
1789194559.4,50,search,795.8,200,1
1789194559.402,50,login,267.9,200,1
1789194559.406,50,health,4.0,200,1
1789194559.408,50,login,267.6,200,1
1789194559.413,50,health,4.9,200,1
1789194559.425,50,search,889.3,200,1
1789194559.429,50,search,881.2,200,1
1789194559.432,50,login,278.4,200,1
1789194559.437,50,search,883.3,200,1
1789194559.438,50,health,5.1,200,1
1789194559.443,50,search,849.7,200,1
1789194559.449,50,search,821.5,200,1
1789194559.455,50,search,939.5,200,1
1789194559.457,50,login,291.6,200,1
1789194559.462,50,search,807.5,200,1
1789194559.469,50,login,289.5,200,1
1789194559.473,50,health,3.4,200,1
1789194559.476,50,search,901.2,200,1
1789194559.48,50,login,291.3,200,1
1789194559.481,50,login,275.5,200,1
1789194559.482,50,health,25.3,200,1
1789194559.486,50,login,301.9,200,1
1789194559.487,50,health,6.9,200,1
1789194559.488,50,health,7.4,200,1
1789194559.495,50,health,7.6,200,1
1789194559.502,50,login,293.3,200,1
1789194559.506,50,health,3.1,200,1
1789194559.514,50,search,986.8,200,1
1789194559.519,50,login,291.7,200,1
1789194559.521,50,login,304.5,200,1
1789194559.522,50,health,2.7,200,1
1789194559.524,50,health,4.2,200,1
1789194559.529,50,search,855.4,200,1
1789194559.535,50,search,869.5,200,1
1789194559.537,50,login,308.1,200,1
1789194559.542,50,health,4.4,200,1
1789194559.548,50,login,329.2,200,1
1789194559.551,50,health,3.1,200,1
1789194559.561,50,search,826.7,200,1
1789194559.565,50,search,867.0,200,1
1789194559.588,50,search,867.7,200,1
1789194559.591,50,login,320.7,200,1
1789194559.593,50,search,886.1,200,1
1789194559.595,50,login,354.9,200,1
1789194559.597,50,health,5.1,200,1
1789194559.604,50,health,8.1,200,1
1789194559.604,50,login,337.2,200,1
1789194559.608,50,login,332.4,200,1
1789194559.612,50,health,7.6,200,1
1789194559.613,50,health,4.9,200,1
1789194559.619,50,login,317.4,200,1
1789194559.623,50,health,4.8,200,1
1789194559.643,50,login,330.3,200,1
1789194559.647,50,login,316.2,200,1
1789194559.648,50,search,884.0,200,1
1789194559.649,50,health,5.9,200,1
1789194559.65,50,health,3.6,200,1
1789194559.653,50,login,324.4,200,1
1789194559.659,50,health,5.8,200,1
1789194559.669,50,login,362.0,200,1
1789194559.672,50,health,3.2,200,1
1789194559.72,50,search,868.6,200,1
1789194559.727,50,login,329.8,200,1
1789194559.73,50,health,3.1,200,1
1789194559.737,50,login,336.5,200,1
1789194559.74,50,health,3.2,200,1
1789194559.756,50,login,319.5,200,1
1789194559.761,50,health,3.8,200,1
1789194559.766,50,login,317.1,200,1
1789194559.77,50,health,3.4,200,1
1789194559.771,50,login,315.5,200,1
1789194559.773,50,login,330.0,200,1
1789194559.778,50,health,4.8,200,1
1789194559.784,50,login,358.7,200,1
1789194559.787,50,health,3.4,200,1
1789194559.792,50,health,21.2,200,1
1789194559.795,50,login,333.5,200,1
1789194559.799,50,health,3.6,200,1
1789194559.801,50,login,325.3,200,1
1789194559.805,50,health,4.0,200,1
1789194559.812,50,login,383.0,200,1
1789194559.817,50,health,4.1,200,1
1789194559.831,50,login,301.1,200,1
1789194559.834,50,health,3.4,200,1
1789194559.838,50,login,303.1,200,1
1789194559.841,50,health,3.4,200,1
1789194559.858,50,login,293.1,200,1
1789194559.861,50,health,3.3,200,1
1789194559.868,50,login,307.6,200,1
1789194559.872,50,health,3.2,200,1
1789194559.874,50,login,360.2,200,1
1789194559.878,50,health,3.5,200,1
1789194559.882,50,search,888.8,200,1
1789194559.902,50,login,313.5,200,1
1789194559.905,50,health,3.8,200,1
1789194559.908,50,login,314.3,200,1
1789194559.911,50,health,3.0,200,1
1789194559.918,50,login,269.6,200,1
1789194559.921,50,health,3.6,200,1
1789194559.927,50,search,909.7,200,1
1789194559.938,50,search,909.6,200,1
1789194559.945,50,search,876.0,200,1
1789194559.968,50,search,884.0,200,1
1789194559.988,50,search,930.3,200,1
1789194560.007,50,search,890.5,200,1
1789194560.01,50,login,290.2,200,1
1789194560.013,50,health,2.7,200,1
1789194560.1,50,login,217.8,200,1
1789194560.103,50,health,3.1,200,1
1789194560.143,50,login,216.6,200,1
1789194560.146,50,health,2.7,200,1
1789194560.155,50,login,216.9,200,1
1789194560.163,50,login,217.5,200,1
1789194560.167,50,health,3.4,200,1
1789194560.177,50,login,208.6,200,1
1789194560.183,50,health,27.8,200,1
1789194560.198,50,health,21.4,200,1
1789194560.209,50,login,221.0,200,1
1789194560.23,50,health,21.3,200,1
1789194560.239,50,login,231.9,200,1
1789194560.242,50,health,3.3,200,1
1789194560.465,50,orders,1205.7,200,1
1789194560.534,50,orders,1184.7,200,1
1789194560.564,50,orders,1158.6,200,1
1789194560.576,50,orders,1089.0,200,1
1789194560.586,50,orders,1173.3,200,1
1789194560.615,50,orders,1177.9,200,1
1789194560.635,50,orders,1152.9,200,1
1789194560.643,50,orders,1153.2,200,1
1789194560.654,50,orders,1180.1,200,1
1789194560.664,50,orders,1138.9,200,1
1789194560.672,50,orders,1165.8,200,1
1789194560.689,50,orders,1168.0,200,1
1789194560.706,50,orders,1082.5,200,1
1789194560.714,50,orders,1171.7,200,1
1789194560.731,50,orders,1180.1,200,1
1789194560.768,50,orders,1096.2,200,1
1789194560.782,50,orders,1169.8,200,1
1789194560.788,50,orders,1185.2,200,1
1789194560.8,50,orders,1151.7,200,1
1789194560.816,50,orders,1205.6,200,1
1789194560.826,50,orders,1175.1,200,1
1789194560.837,50,orders,1240.4,200,1
1789194560.857,50,orders,1196.9,200,1
1789194560.87,50,orders,1375.7,200,1
1789194560.925,50,orders,1195.2,200,1
1789194560.943,50,orders,1156.3,200,1
1789194560.964,50,orders,1171.0,200,1
1789194560.971,50,orders,1166.1,200,1
1789194560.988,50,orders,1210.8,200,1
1789194560.991,50,orders,1174.9,200,1
1789194561.001,50,orders,1260.5,200,1
1789194561.019,50,orders,1249.3,200,1
1789194561.025,50,orders,1264.5,200,1
1789194561.048,50,orders,1249.3,200,1
1789194561.089,50,orders,1211.4,200,1
1789194561.169,50,orders,1335.0,200,1
1789194561.212,50,orders,1370.2,200,1
1789194561.242,50,orders,1336.4,200,1
1789194561.318,50,orders,1445.5,200,1
1789194561.324,50,orders,1462.4,200,1
1789194561.396,50,orders,1485.6,200,1
1789194561.416,50,orders,1494.8,200,1
1789194561.684,100,login,739.3,200,1
1789194561.69,100,health,6.1,200,1
1789194561.712,50,orders,1698.9,200,1
1789194561.715,100,login,767.2,200,1
1789194561.723,100,login,773.6,200,1
1789194561.73,100,health,6.3,200,1
1789194561.737,100,health,21.0,200,1
1789194561.738,100,login,785.9,200,1
1789194561.743,100,health,5.0,200,1
1789194561.751,100,login,803.1,200,1
1789194561.753,100,login,809.6,200,1
1789194561.755,100,health,5.2,200,1
1789194561.762,100,health,9.1,200,1
1789194561.764,100,login,810.3,200,1
1789194561.769,100,login,826.1,200,1
1789194561.774,100,login,828.8,200,1
1789194561.776,100,health,11.0,200,1
1789194561.78,100,login,831.5,200,1
1789194561.783,100,health,14.7,200,1
1789194561.787,100,health,12.5,200,1
1789194561.79,100,login,835.5,200,1
1789194561.793,100,health,13.3,200,1
1789194561.795,100,login,853.7,200,1
1789194561.804,100,health,14.4,200,1
1789194561.811,100,login,852.9,200,1
1789194561.813,100,health,17.7,200,1
1789194561.815,100,login,858.1,200,1
1789194561.818,100,login,859.1,200,1
1789194561.824,100,login,873.3,200,1
1789194561.824,100,health,13.0,200,1
1789194561.828,100,login,874.5,200,1
1789194561.833,100,health,18.3,200,1
1789194561.84,100,health,21.5,200,1
1789194561.844,100,health,19.8,200,1
1789194561.847,100,login,887.9,200,1
1789194561.849,100,login,892.6,200,1
1789194561.855,100,login,881.6,200,1
1789194561.856,100,health,27.8,200,1
1789194561.858,100,login,913.1,200,1
1789194561.867,100,health,17.5,200,1
1789194561.869,100,login,912.8,200,1
1789194561.872,100,health,17.5,200,1
1789194561.873,100,health,27.1,200,1
1789194561.877,100,login,896.5,200,1
1789194561.88,100,login,901.2,200,1
1789194561.883,100,health,26.1,200,1
1789194561.891,100,health,22.3,200,1
1789194561.9,100,login,937.9,200,1
1789194561.901,100,login,930.5,200,1
1789194561.904,100,health,27.0,200,1
1789194561.907,100,health,26.9,200,1
1789194561.915,100,health,14.9,200,1
1789194561.916,100,health,15.5,200,1
1789194561.922,100,login,945.3,200,1
1789194561.926,100,login,946.7,200,1
1789194561.933,100,login,954.9,200,1
1789194561.936,100,health,14.3,200,1
1789194561.938,100,login,950.8,200,1
1789194561.941,100,health,15.1,200,1
1789194561.942,100,login,977.0,200,1
1789194561.945,100,health,11.5,200,1
1789194561.951,100,login,976.0,200,1
1789194561.952,100,health,13.1,200,1
1789194561.955,100,login,983.1,200,1
1789194561.958,100,login,974.6,200,1
1789194561.964,100,health,22.6,200,1
1789194561.97,100,health,20.3,200,1
1789194561.974,100,login,981.3,200,1
1789194561.977,100,health,21.7,200,1
1789194561.981,100,login,983.8,200,1
1789194561.983,100,health,24.4,200,1
1789194561.984,100,login,994.2,200,1
1789194561.992,100,login,1000.5,200,1
1789194561.994,100,health,19.1,200,1
1789194561.999,100,login,992.2,200,1
1789194562.003,100,login,1004.8,200,1
1789194562.006,100,login,1007.9,200,1
1789194562.006,100,login,1015.2,200,1
1789194562.007,100,login,1000.5,200,1
1789194562.013,100,health,29.4,200,1
1789194562.014,100,health,33.2,200,1
1789194562.016,100,health,24.0,200,1
1789194562.02,100,login,1011.2,200,1
1789194562.024,100,health,20.9,200,1
1789194562.025,100,health,26.4,200,1
1789194562.028,100,login,1016.5,200,1
1789194562.032,100,login,1051.8,200,1
1789194562.094,100,health,88.1,200,1
1789194562.095,100,health,88.0,200,1
1789194562.096,100,health,89.4,200,1
1789194562.096,100,login,1102.0,200,1
1789194562.098,100,login,1085.4,200,1
1789194562.105,100,login,1102.1,200,1
1789194562.108,100,health,88.5,200,1
1789194562.112,100,login,1102.0,200,1
1789194562.116,100,login,1105.1,200,1
1789194562.121,100,health,92.2,200,1
1789194562.122,100,login,1104.6,200,1
1789194562.125,100,health,92.6,200,1
1789194562.13,100,login,1114.6,200,1
1789194562.132,100,login,1120.5,200,1
1789194562.136,100,health,39.2,200,1
1789194562.137,100,health,40.7,200,1
1789194562.141,100,health,36.6,200,1
1789194562.143,100,login,1138.5,200,1
1789194562.147,100,health,34.6,200,1
1789194562.149,100,health,33.3,200,1
1789194562.15,100,login,1134.9,200,1
1789194562.153,100,login,1151.5,200,1
1789194562.155,100,login,1141.1,200,1
1789194562.158,100,health,36.6,200,1
1789194562.163,100,login,1149.0,200,1
1789194562.165,100,health,34.1,200,1
1789194562.168,100,login,1152.7,200,1
1789194562.169,100,health,36.4,200,1
1789194562.172,100,login,1157.7,200,1
1789194562.18,50,orders,2077.9,200,1
1789194562.184,100,health,41.2,200,1
1789194562.192,100,health,42.2,200,1
1789194562.194,100,health,41.3,200,1
1789194562.198,100,login,1236.7,200,1
1789194562.199,100,health,44.1,200,1
1789194562.204,100,health,41.1,200,1
1789194562.209,100,health,41.1,200,1
1789194562.213,100,health,40.3,200,1
1789194562.216,100,login,1251.4,200,1
1789194562.222,100,login,1205.5,200,1
1789194562.228,100,health,30.4,200,1
1789194562.24,100,health,23.8,200,1
1789194562.242,100,health,19.2,200,1
1789194562.27,50,orders,2103.0,200,1
1789194562.286,50,orders,2103.5,200,1
1789194562.304,100,login,1352.3,200,1
1789194562.308,100,health,5.0,200,1
1789194562.32,100,login,1350.7,200,1
1789194562.324,100,health,3.8,200,1
1789194562.338,50,orders,2139.6,200,1
1789194562.361,50,orders,2214.9,200,1
1789194562.368,100,login,1412.7,200,1
1789194562.371,100,health,3.0,200,1
1789194562.372,50,search,1837.9,200,1
1789194562.396,50,orders,2154.9,200,1
1789194562.403,100,login,1457.1,200,1
1789194562.406,100,health,2.8,200,1
1789194562.415,100,login,1406.7,200,1
1789194562.418,100,health,3.6,200,1
1789194562.431,50,orders,2201.3,200,1
1789194562.445,100,login,1460.9,200,1
1789194562.459,100,login,1476.3,200,1
1789194562.463,100,health,4.4,200,1
1789194562.465,100,health,20.0,200,1
1789194562.488,100,login,1526.2,200,1
1789194562.491,100,health,2.8,200,1
1789194562.509,100,login,1531.7,200,1
1789194562.513,100,health,4.4,200,1
1789194562.527,100,login,1515.6,200,1
1789194562.531,100,health,3.9,200,1
1789194562.549,50,search,1972.3,200,1
1789194562.557,100,login,1607.1,200,1
1789194562.561,100,health,3.8,200,1
1789194562.65,50,search,1986.3,200,1
1789194562.655,50,search,1965.3,200,1
1789194562.705,100,login,1741.5,200,1
1789194562.71,100,health,4.3,200,1
1789194562.752,50,search,1963.4,200,1
1789194562.757,50,search,1956.6,200,1
1789194562.768,50,search,1998.5,200,1
1789194562.789,50,search,1971.2,200,1
1789194562.8,100,login,1838.5,200,1
1789194562.805,100,health,4.7,200,1
1789194562.843,50,search,1973.1,200,1
1789194562.846,50,search,1989.8,200,1
1789194562.847,50,search,2133.5,200,1
1789194562.858,100,login,1878.0,200,1
1789194562.861,100,health,3.5,200,1
1789194562.881,50,search,2148.7,200,1
1789194562.901,50,search,2064.1,200,1
1789194562.926,50,search,2221.2,200,1
1789194562.948,50,search,1956.0,200,1
1789194562.972,50,search,2146.3,200,1
1789194563.042,50,search,1953.4,200,1
1789194563.042,100,login,2057.7,200,1
1789194563.046,100,health,3.6,200,1
1789194563.097,50,search,2481.3,200,1
1789194563.099,50,search,1886.7,200,1
1789194563.111,50,search,1695.4,200,1
1789194563.115,50,search,1718.5,200,1
1789194563.122,100,login,2169.5,200,1
1789194563.126,100,health,3.8,200,1
1789194563.137,50,search,1812.8,200,1
1789194563.167,100,login,2171.2,200,1
1789194563.169,100,health,2.9,200,1
1789194563.197,50,search,2732.0,200,1
1789194563.261,100,login,2295.2,200,1
1789194563.278,100,login,2285.2,200,1
1789194563.285,50,search,2235.9,200,1
1789194563.286,100,health,24.4,200,1
1789194563.297,100,login,2292.3,200,1
1789194563.302,100,health,24.3,200,1
1789194563.303,100,health,5.7,200,1
1789194563.332,50,search,1619.5,200,1
1789194563.367,100,login,2413.7,200,1
1789194563.371,100,health,4.5,200,1
1789194563.384,100,login,2378.8,200,1
1789194563.388,100,health,4.0,200,1
1789194563.4,50,search,2436.9,200,1
1789194563.405,100,login,2423.5,200,1
1789194563.412,100,health,6.7,200,1
1789194563.417,100,login,2466.9,200,1
1789194563.42,100,health,3.0,200,1
1789194563.43,100,login,2428.2,200,1
1789194563.433,100,health,3.2,200,1
1789194563.479,100,login,2492.8,200,1
1789194563.485,100,health,5.1,200,1
1789194563.489,50,search,1202.9,200,1
1789194563.492,50,search,1223.3,200,1
1789194563.497,100,login,2511.1,200,1
1789194563.503,100,health,5.4,200,1
1789194563.585,50,search,1246.5,200,1
1789194563.605,50,search,1244.4,200,1
1789194563.619,50,search,2947.0,200,1
1789194563.622,50,search,3057.5,200,1
1789194563.629,50,search,1232.2,200,1
1789194563.64,50,search,2857.4,200,1
1789194563.702,50,search,1270.7,200,1
1789194563.713,100,login,2725.6,200,1
1789194563.718,100,health,4.3,200,1
1789194563.775,50,search,2774.2,200,1
1789194563.818,50,search,2500.1,200,1
1789194563.826,100,login,2816.1,200,1
1789194563.829,100,health,3.8,200,1
1789194563.832,50,search,3178.9,200,1
1789194563.843,100,login,2839.3,200,1
1789194563.847,100,health,3.6,200,1
1789194563.887,50,search,3300.7,200,1
1789194563.906,50,search,1725.2,200,1
1789194563.913,50,search,2969.0,200,1
1789194563.949,100,login,2980.3,200,1
1789194563.952,100,health,3.3,200,1
1789194563.982,100,orders,2239.2,200,1
1789194564.003,100,orders,2312.8,200,1
1789194564.009,50,search,3021.2,200,1
1789194564.02,100,orders,2197.0,200,1
1789194564.027,100,orders,2272.1,200,1
1789194564.034,100,orders,2201.1,200,1
1789194564.041,100,orders,2311.7,200,1
1789194564.053,100,orders,2266.6,200,1
1789194564.068,100,orders,2292.2,200,1
1789194564.081,100,orders,2319.2,200,1
1789194564.088,100,orders,2304.2,200,1
1789194564.112,100,orders,2299.0,200,1
1789194564.124,100,orders,2280.5,200,1
1789194564.13,100,orders,2214.8,200,1
1789194564.139,100,orders,2202.3,200,1
1789194564.151,100,orders,2209.6,200,1
1789194564.155,100,login,3186.6,200,1
1789194564.16,100,orders,2244.0,200,1
1789194564.175,100,health,20.7,200,1
1789194564.176,100,orders,2320.6,200,1
1789194564.181,100,login,3182.0,200,1
1789194564.186,100,health,4.9,200,1
1789194564.191,50,search,2949.3,200,1
1789194564.199,100,orders,2308.4,200,1
1789194564.205,100,orders,2401.0,200,1
1789194564.213,100,orders,2249.3,200,1
1789194564.247,100,orders,2233.3,200,1
1789194564.258,100,login,3273.0,200,1
1789194564.26,100,health,2.2,200,1
1789194564.266,100,orders,2321.5,200,1
1789194564.277,100,orders,2404.1,200,1
1789194564.279,100,orders,2485.8,200,1
1789194564.289,100,orders,2385.2,200,1
1789194564.296,100,orders,2560.1,200,1
1789194564.314,100,orders,2218.1,200,1
1789194564.323,100,orders,2310.1,200,1
1789194564.333,100,orders,2239.5,200,1
1789194564.348,100,orders,2163.4,200,1
1789194564.361,100,orders,2477.4,200,1
1789194564.37,100,orders,2244.9,200,1
1789194564.38,100,orders,2386.2,200,1
1789194564.393,100,orders,2251.1,200,1
1789194564.398,100,orders,2206.8,200,1
1789194564.4,100,login,3433.3,200,1
1789194564.409,100,orders,2262.3,200,1
1789194564.413,100,orders,2461.3,200,1
1789194564.417,100,health,16.9,200,1
1789194564.43,100,orders,2336.2,200,1
1789194564.44,100,orders,2302.4,200,1
1789194564.459,100,orders,2434.0,200,1
1789194564.46,100,orders,2256.3,200,1
1789194564.47,100,orders,2334.6,200,1
1789194564.476,50,search,3458.0,200,1
1789194564.484,100,orders,2467.9,200,1
1789194564.507,100,orders,2536.8,200,1
1789194564.518,100,orders,2353.8,200,1
1789194564.523,50,search,3598.2,200,1
1789194564.536,100,orders,2327.4,200,1
1789194564.545,100,orders,2637.8,200,1
1789194564.568,100,orders,2374.4,200,1
1789194564.594,100,orders,2366.6,200,1
1789194564.605,100,orders,2234.3,200,1
1789194564.617,100,login,3617.1,200,1
1789194564.622,100,health,5.1,200,1
1789194564.627,100,orders,2303.2,200,1
1789194564.651,100,orders,2784.3,200,1
1789194564.663,100,orders,2200.0,200,1
1789194564.673,100,orders,2461.0,200,1
1789194564.683,100,orders,2441.0,200,1
1789194564.683,100,orders,2514.4,200,1
1789194564.699,100,orders,2390.4,200,1
1789194564.736,100,orders,2330.1,200,1
1789194564.756,100,orders,2264.4,200,1
1789194564.768,50,search,3796.9,200,1
1789194564.781,100,orders,2316.2,200,1
1789194564.823,100,orders,2404.7,200,1
1789194564.829,100,orders,2315.4,200,1
1789194564.833,50,search,4197.7,200,1
1789194564.858,50,search,3689.4,200,1
1789194564.888,100,orders,2357.2,200,1
1789194564.906,100,orders,2346.1,200,1
1789194564.91,50,search,4267.7,200,1
1789194564.927,100,orders,2769.1,200,1
1789194565.012,100,orders,2302.4,200,1
1789194565.04,100,orders,3056.7,200,1
1789194565.064,50,search,4038.9,200,1
1789194565.169,100,orders,3328.8,200,1
1789194565.209,100,orders,2405.2,200,1
1789194565.215,100,orders,3237.9,200,1
1789194565.245,100,orders,2384.1,200,1
1789194565.426,100,orders,3228.2,200,1
1789194565.537,100,orders,3296.9,200,1
1789194565.586,100,orders,2540.3,200,1
1789194565.601,100,orders,2432.4,200,1
1789194565.663,100,orders,3543.3,200,1
1789194565.732,100,orders,2606.5,200,1
1789194565.829,100,orders,2527.4,200,1
1789194565.849,100,orders,3741.1,200,1
1789194565.873,100,orders,2570.4,200,1
1789194565.879,100,search,1876.8,200,1
1789194565.896,100,search,1914.3,200,1
1789194565.901,100,orders,2615.7,200,1
1789194565.944,100,orders,2573.3,200,1
1789194565.947,100,search,1817.5,200,1
1789194565.951,100,search,1930.9,200,1
1789194565.952,100,search,1775.9,200,1
1789194565.955,100,search,1914.9,200,1
1789194565.961,100,search,1907.5,200,1
1789194565.979,100,search,1891.8,200,1
1789194565.981,100,search,1842.5,200,1
1789194565.982,100,search,1783.0,200,1
1789194565.991,100,search,1830.8,200,1
1789194566.004,100,search,1880.8,200,1
1789194566.025,100,orders,2637.4,200,1
1789194566.031,100,search,2003.9,200,1
1789194566.043,100,orders,2632.0,200,1
1789194566.05,100,search,1837.2,200,1
1789194566.051,100,search,1939.8,200,1
1789194566.055,100,search,1986.7,200,1
1789194566.076,100,search,1762.8,200,1
1789194566.076,100,search,1926.2,200,1
1789194566.08,100,search,1999.5,200,1
1789194566.09,100,search,1757.5,200,1
1789194566.095,100,search,2060.2,200,1
1789194566.096,100,search,1799.6,200,1
1789194566.1,100,search,1894.9,200,1
1789194566.107,100,search,1830.6,200,1
1789194566.114,100,search,1790.7,200,1
1789194566.124,100,orders,2690.7,200,1
1789194566.13,100,search,1851.2,200,1
1789194566.14,100,search,1851.3,200,1
1789194566.158,100,orders,2738.1,200,1
1789194566.163,100,search,1764.1,200,1
1789194566.164,100,search,1803.3,200,1
1789194566.169,100,search,1922.2,200,1
1789194566.177,100,orders,2673.5,200,1
1789194566.192,100,search,1798.5,200,1
1789194566.196,100,search,1711.3,200,1
1789194566.202,100,search,1821.9,200,1
1789194566.204,100,search,1795.1,200,1
1789194566.209,100,search,1795.8,200,1
1789194566.226,100,search,1681.0,200,1
1789194566.233,100,search,1885.6,200,1
1789194566.235,100,search,1765.1,200,1
1789194566.24,100,search,1869.2,200,1
1789194566.251,100,search,1791.4,200,1
1789194566.261,100,search,1820.5,200,1
1789194566.273,100,orders,2787.9,200,1
1789194566.279,100,search,1761.0,200,1
1789194566.287,100,search,1827.2,200,1
1789194566.294,100,search,1863.5,200,1
1789194566.302,100,search,1733.0,200,1
1789194566.311,100,search,1774.5,200,1
1789194566.32,100,search,1714.7,200,1
1789194566.322,100,search,1728.4,200,1
1789194566.343,100,orders,2625.7,200,1
1789194566.349,100,search,2082.8,200,1
1789194566.355,100,search,1704.6,200,1
1789194566.383,100,search,1874.8,200,1
1789194566.387,100,search,1703.1,200,1
1789194566.392,100,orders,4243.0,200,1
1789194566.398,100,search,1770.3,200,1
1789194566.413,100,search,1729.4,200,1
1789194566.427,100,search,1753.3,200,1
1789194566.447,100,search,1783.4,200,1
1789194566.464,100,orders,4439.5,200,1
1789194566.465,100,search,1708.2,200,1
1789194566.475,100,search,1775.5,200,1
1789194566.482,100,search,1700.7,200,1
1789194566.496,100,login,615.4,200,1
1789194566.498,100,search,1674.8,200,1
1789194566.511,100,search,1774.4,200,1
1789194566.514,100,health,17.9,200,1
1789194566.54,100,search,1613.1,200,1
1789194566.546,100,login,584.8,200,1
1789194566.551,100,health,5.2,200,1
1789194566.552,100,login,595.6,200,1
1789194566.554,100,search,1666.1,200,1
1789194566.559,100,health,7.5,200,1
1789194566.567,100,login,669.7,200,1
1789194566.572,100,login,619.1,200,1
1789194566.576,100,health,3.9,200,1
1789194566.584,100,login,635.9,200,1
1789194566.589,100,login,636.7,200,1
1789194566.589,100,health,5.6,200,1
1789194566.593,100,health,26.3,200,1
1789194566.607,100,health,18.3,200,1
1789194566.616,100,login,624.9,200,1
1789194566.62,100,search,1790.5,200,1
1789194566.621,100,login,641.0,200,1
1789194566.624,100,health,7.5,200,1
1789194566.626,100,health,5.0,200,1
1789194566.633,100,login,650.5,200,1
1789194566.638,100,health,4.4,200,1
1789194566.646,100,orders,4771.7,200,1
1789194566.652,100,login,601.5,200,1
1789194566.657,100,health,4.4,200,1
1789194566.666,100,login,684.8,200,1
1789194566.673,100,health,6.4,200,1
1789194566.677,100,login,621.4,200,1
1789194566.679,100,login,598.1,200,1
1789194566.68,100,health,3.1,200,1
1789194566.684,100,health,4.4,200,1
1789194566.69,100,login,658.4,200,1
1789194566.704,100,login,627.2,200,1
1789194566.71,100,search,1697.2,200,1
1789194566.71,100,login,704.9,200,1
1789194566.714,100,login,618.4,200,1
1789194566.716,100,health,25.5,200,1
1789194566.722,100,orders,2892.4,200,1
1789194566.725,100,health,14.8,200,1
1789194566.727,100,health,13.0,200,1
1789194566.733,100,login,618.1,200,1
1789194566.734,100,orders,2887.0,200,1
1789194566.738,100,health,33.7,200,1
1789194566.74,100,search,1700.3,200,1
1789194566.741,100,login,649.6,200,1
1789194566.75,100,login,654.1,200,1
1789194566.751,100,login,673.9,200,1
1789194566.756,100,health,23.6,200,1
1789194566.763,100,health,22.5,200,1
1789194566.764,100,health,13.8,200,1
1789194566.768,100,health,16.6,200,1
1789194566.777,100,login,669.1,200,1
1789194566.781,100,health,4.5,200,1
1789194566.794,100,login,742.1,200,1
1789194566.799,100,search,1891.8,200,1
1789194566.808,100,login,707.0,200,1
1789194566.812,100,health,17.4,200,1
1789194566.813,100,login,621.7,200,1
1789194566.814,100,health,6.2,200,1
1789194566.819,100,health,5.7,200,1
1789194566.825,100,login,684.5,200,1
1789194566.83,100,health,4.1,200,1
1789194566.832,100,login,627.2,200,1
1789194566.838,100,health,6.0,200,1
1789194566.845,100,login,648.9,200,1
1789194566.845,100,login,612.2,200,1
1789194566.853,100,orders,2901.0,200,1
1789194566.859,100,health,14.6,200,1
1789194566.86,100,login,696.9,200,1
1789194566.863,100,health,16.9,200,1
1789194566.87,100,health,9.4,200,1
1789194566.879,100,login,709.2,200,1
1789194566.883,100,login,672.7,200,1
1789194566.884,100,health,5.3,200,1
1789194566.888,100,login,661.1,200,1
1789194566.896,100,login,643.5,200,1
1789194566.9,100,health,4.8,200,1
1789194566.903,100,login,700.8,200,1
1789194566.905,100,health,22.8,200,1
1789194566.907,100,health,18.8,200,1
1789194566.918,100,login,622.9,200,1
1789194566.919,100,login,657.6,200,1
